b
i;10
i;5
i;7
i;15
i;123
i;3
i;4
i;18
i;24
i;25
i;30
i;67
i;100
c
b
d;100
d;25
d;30
d;67
d;123
d;10
c
b
i;31
i;44
i;47
i;49
i;50
i;52
i;53
i;54
i;55
i;56
i;57
i;58
i;34
i;36
i;35
i;37
i;77
i;75
i;71
i;198
i;295
i;67
i;258
i;263
i;44
i;187
i;5
i;220
i;298
i;52
i;63
i;184
i;104
i;61
i;230
i;16
i;299
i;272
i;179
i;190
i;201
i;226
i;232
i;16
i;225
i;135
i;143
i;147
i;239
i;148
i;71
i;292
i;65
i;103
i;281
i;206
i;205
i;290
i;164
i;74
c
b
i;180
i;197
i;141
i;63
i;161
i;166
i;1
i;36
i;58
i;18
i;172
i;41
i;11
i;243
i;28
i;111
i;104
i;44
i;77
i;45
i;237
c
b
d;31
d;34
d;36
d;41
d;24
d;28
d;35
d;47
d;44
d;11
d;15
d;16
d;55
d;53
d;50
d;49
d;18
d;37
c
b
d;45
d;63
d;65
d;61
d;67
d;58
d;1
d;3
d;4
d;5
d;7
d;52
d;104
d;111
d;164
d;172
d;179
d;180
d;147
d;148
d;161
d;166
d;141
d;143
d;226
d;230
d;232
d;206
d;201
d;198
d;205
d;220
d;225
d;184
d;187
d;190
d;71
d;74
d;77
d;103
d;135
d;75
d;54
d;56
d;57
d;197
d;237
d;239
d;243
d;258
d;263
d;292
d;290
d;281
d;272
d;295
c
b
d;298
c
b
d;299
c
b
i;10
i;5
i;7
i;15
i;123
i;3
i;4
i;18
i;24
i;25
i;30
i;67
i;100
c
b
d;100
d;25
d;30
d;67
d;123
d;10
c
b
i;31
i;44
i;47
i;49
i;50
i;52
i;53
i;54
i;55
i;56
i;57
i;58
i;34
i;36
i;35
i;37
i;77
i;75
i;71
i;198
i;295
i;67
i;258
i;263
i;44
i;187
i;5
i;220
i;298
i;52
i;63
i;184
i;104
i;61
i;230
i;16
i;299
i;272
i;179
i;190
i;201
i;226
i;232
i;16
i;225
i;135
i;143
i;147
i;239
i;148
i;71
i;292
i;65
i;103
i;281
i;206
i;205
i;290
i;164
i;74
c
b
i;180
i;197
i;141
i;63
i;161
i;166
i;1
i;36
i;58
i;18
i;172
i;41
i;11
i;243
i;28
i;111
i;104
i;44
i;77
i;45
i;237
c
b
d;31
d;34
d;36
d;41
d;24
d;28
d;35
d;47
d;44
d;11
d;15
d;16
d;55
d;53
d;50
d;49
d;18
d;37
c
b
d;45
d;63
d;65
d;61
d;67
d;58
d;1
d;3
d;4
d;5
d;7
d;52
d;104
d;111
d;164
d;172
d;179
d;180
d;147
d;148
d;161
d;166
d;141
d;143
d;226
d;230
d;232
d;206
d;201
d;198
d;205
d;220
d;225
d;184
d;187
d;190
d;71
d;74
d;77
d;103
d;135
d;75
d;54
d;56
d;57
d;197
d;237
d;239
d;243
d;258
d;263
d;292
d;290
d;281
d;272
d;295
c
b
d;298
c
b
d;299
c

