b
d;74304737
d;7899928
d;48532208
d;2763201
d;57002584
d;66276672
d;50647117
d;52943243
d;19224981
d;22961470
d;75064979
d;85554611
d;51333407
d;51391237
d;1193717
d;8496661
d;21902487
d;50347763
d;19501955
d;40622641
d;80497513
d;89798026
d;89737688
d;8221124
d;74444753
d;47510302
d;16589724
d;26555754
d;45991639
d;84703480
d;48886325
d;7933625
d;28304701
d;24319095
d;68288607
d;73417182
d;51428943
d;76462554
d;83924690
d;96564036
d;2633042
d;2142123
d;90523772
d;74473606
d;59490635
d;18641214
d;79347605
d;3939090
d;28598678
d;27691630
d;13580161
d;38647715
d;78009658
d;91072323
d;92824519
d;17141812
d;47255230
d;87340414
d;34969317
d;80647782
d;55264605
d;58108088
d;97925359
d;44899504
d;3531847
d;92611182
d;48596290
d;50727354
d;89561948
d;5272134
d;61935490
d;94453424
d;3926400
d;32542147
d;99054677
d;31028193
d;83184725
d;12514373
d;70087905
d;50363279
d;30479192
d;13631952
d;34878012
d;50459603
d;95785807
d;47271801
d;32540799
d;69699659
d;28605313
d;33067089
d;59575527
d;95067254
d;77303876
d;85538296
d;35428591
d;33077532
d;11363768
d;55934892
d;4280499
d;15844631
d;85480233
d;94146591
d;22314598
d;15983928
d;47741488
d;92125259
d;70839252
d;60940232
d;18054542
d;32465530
d;17373425
d;69852947
d;27530366
d;93624226
d;19168977
d;84213658
d;14717683
d;56715735
d;26631205
d;27341193
d;20375433
d;17902497
d;97712444
d;7093692
d;8899787
d;35106794
d;78591856
d;71256782
d;71572295
d;28102082
d;40817798
d;35691498
d;34471617
d;6999115
d;90577424
d;31595033
d;2191985
d;25724155
d;81871504
d;60122094
d;17437397
d;44293572
d;72110667
d;133978
d;6111291
d;36521245
d;56012602
d;87987186
d;7697208
d;98252041
d;1668011
d;77042809
d;61526777
d;95296919
d;91256382
d;88972505
d;30957123
d;39951982
d;38130976
d;88956396
d;99530537
d;316045
d;11855612
d;52512776
d;65865134
d;27578175
d;53264234
d;42968985
d;97325848
d;33028771
d;2727432
d;85477432
d;76451063
d;58754738
d;96548386
d;6000206
d;88660844
d;63811369
d;8774060
d;1830223
d;54948535
d;91120559
d;28695605
d;23986544
d;9058340
d;89427035
d;67925401
d;81215788
d;55077162
d;39351258
d;85176263
d;20351350
d;18419905
d;72909788
d;1731737
d;98426412
d;20863063
d;81830798
d;56084681
d;38206554
d;68582354
d;81574591
d;12334544
d;50701975
d;41075829
d;35175897
d;93672102
d;15739189
d;8404727
d;43856819
d;59643664
d;34816317
d;84360079
d;79816331
d;83875037
d;9235851
d;43963928
d;70684194
d;17548850
d;50903096
d;95139701
d;44834288
d;43167075
d;3198232
d;96437142
d;12084313
d;32993892
d;34974262
d;55372958
d;85265858
d;27062337
d;72002832
d;25249117
d;44730911
d;36741406
d;47084294
d;42236509
d;10067832
d;61598640
d;82558001
d;9062486
d;11131954
d;79656418
d;67093319
d;36816542
d;43952882
d;34128537
d;52411397
d;2189220
d;56162706
d;93336883
d;74982216
d;63885085
d;31296293
d;4746334
d;2761036
d;9001360
d;31646901
d;98919241
d;17672855
d;67839681
d;15317358
d;24679223
d;70823002
d;43919126
d;64689123
d;12887155
d;89306593
d;54884486
d;50738527
d;72970652
d;71009004
d;69554554
d;10461545
d;23711534
d;76934150
d;56530950
d;33125501
d;47784053
d;19366838
d;30588779
d;35148119
d;38150009
d;48569964
d;94496238
d;53111333
d;73655062
d;60736942
d;25961069
d;99749390
d;21033929
d;85564197
d;52077435
d;8707697
d;11020345
d;63078130
d;86947773
d;40451001
d;77371038
d;86245493
d;82079733
d;33906436
d;79351157
d;68415632
d;53709276
d;66259066
d;50591962
d;92787588
d;6376692
d;26774533
d;30219778
d;14864584
d;67883085
d;19605502
d;35768603
d;18252953
d;87180703
d;85245584
d;31626913
d;69182086
d;23801206
d;70626461
d;31632601
d;75766541
d;75101793
d;83810971
d;49918219
d;34300932
d;45909895
d;40816977
d;80221952
d;36772801
d;64072865
d;49313778
d;40618075
d;21298173
d;84969941
d;76764975
d;67983932
d;70329053
d;8219533
d;19048641
d;84508684
d;251610
d;50615578
d;19667723
d;87162452
d;40388387
d;80752659
d;89370621
d;30282694
d;69437352
d;22850168
d;41333912
d;81297950
d;63025168
d;79961726
d;88016242
d;30097408
d;7321570
d;10056788
d;42374426
d;23667957
d;50556303
d;12387142
d;28339803
d;79358747
d;96799551
d;46101815
d;33284984
d;2496482
d;94511382
d;8249658
d;28668103
d;97063054
d;36135209
d;44109678
d;44123733
d;11760285
d;64404830
d;49214966
d;4976696
d;8024915
d;76054151
d;49486846
d;33486947
d;71420238
d;24263169
d;13571640
d;70090822
d;13319046
d;47443425
d;59773248
d;92485946
d;25905829
d;93860541
d;68900523
d;97614088
d;60264470
d;69111104
d;3899168
d;64428356
d;94680979
d;6615620
d;67313703
d;33788084
d;48279014
d;50058793
d;98425816
d;25906846
d;73719296
d;41102998
d;23341185
d;65486026
d;31932301
d;25720193
d;23347653
d;99998452
d;11716828
d;28132227
d;79543406
d;77543553
d;7525377
d;92618879
d;85034606
d;97277636
d;9870565
d;60347596
d;89927686
d;57629808
d;94525040
d;30898373
d;58892310
d;5346172
d;19050671
d;56301782
d;76246780
d;31861928
d;48181055
d;29177662
d;29318477
d;72583019
d;33194678
d;55956525
d;37257620
d;39366068
d;64654340
d;51185286
d;69533553
d;56817279
d;2751721
d;49563400
d;16018390
d;78988092
d;64984283
d;8625099
d;28863754
d;34627385
d;17004941
d;66877861
d;55302065
d;86357021
d;69223264
d;29726868
d;20054619
d;91969623
d;29100189
d;78659660
d;96204517
d;24504423
d;97066577
d;37934793
d;24193216
d;41839139
d;22609164
d;87412766
d;25340
d;96242803
d;56305801
d;80187099
d;55817098
d;39666526
d;43455080
d;9317899
d;98499483
d;11506188
d;5433810
d;69239814
d;55788174
d;92153144
d;46029024
d;74310835
d;2457873
d;67855955
d;1729506
d;29487866
d;4509579
d;80248284
d;27325109
d;96259585
d;23995079
d;27355099
d;71150413
d;60736616
d;73063701
d;41971297
d;47922546
d;90193556
d;92222210
d;98014018
d;61361271
d;59376957
d;54849454
d;85781816
d;63642763
d;38537868
d;67683135
d;53010967
d;64226711
d;61417102
d;45296973
d;30201216
d;16709714
d;33305897
d;85512140
d;45890276
d;19096211
d;96824183
d;62237801
d;90388402
d;60241462
d;46203213
d;82411205
d;4941499
d;33209369
d;69628799
d;24508739
d;57373075
d;14901210
d;3596012
d;87524939
d;14962586
d;80549686
d;3245617
d;31367435
d;40649586
d;81535860
d;68297175
d;82291385
d;19610209
d;65474968
d;15463168
d;10297913
d;69834531
d;58630269
d;55123085
d;59346749
d;2540377
d;62452439
d;12555961
d;25784059
d;76091169
d;38405274
d;32174310
d;35562243
d;30542460
d;68226731
d;16972029
d;66629303
d;99023818
d;80387668
d;84793292
d;99291085
d;66869742
d;27748864
d;68049043
d;54400539
d;89745357
d;86280219
d;44152182
d;96903890
d;87969631
d;20194326
d;60212121
d;40574445
d;5820929
d;24959839
d;7423885
d;88690454
d;61816667
d;16398396
d;8106439
d;84964322
d;18791007
d;81432092
d;1489528
d;29206168
d;71051404
d;44036832
d;53117786
d;33005577
d;79976933
d;28570096
d;67135401
d;52141107
d;89128377
d;21880032
d;50734200
d;34477966
d;15272023
d;45465972
d;65692526
d;64789961
d;42676177
d;49448820
d;3201766
d;71242735
d;44621438
d;31222998
d;35072003
d;82200919
d;18272832
d;63399965
d;26927744
d;86572786
d;46893855
d;88016529
d;47149194
d;56081632
d;96839606
d;96969552
d;69084137
d;33653972
d;15848149
d;72251846
d;43449945
d;78540386
d;23856310
d;3802358
d;12864825
d;85835659
